Mfg,Ball,PraticeDtTm,Carry,Total Distance,Ball Speed,Back Spin,Side Spin,HLA,VLA,Decent,Distance To Pin,Peak Height,Offline,Raw SpinAxis,Raw Carry Game,Raw Carry LM,Club,Club Speed,Path,AoA,Face To Target,Face To Path,Lie,Loft,Dynamic Loft,CR,HI,VI,Smash Factor
PGX One Length,Vice Pro,2/1/23 18:35,150.7,160.5,106.4,5036.8,-25.5,-4.1,20.4,45,27.61 yds,28.1,-11.2,-0.3,150.6,0,I6,75.3,-3.9,0,-4.4,0.6,0,0,0,0,0,0,0
PGX One Length,Vice Pro,2/1/23 18:35,158.2,168.9,111,5228.9,-355.5,-3.1,20.4,46.9,36.24 yds,31.1,-13.6,-3.9,158.1,0,I6,78.5,0.2,0,-3.8,4,0,0,0,0,0,0,0
PGX One Length,Vice Pro,2/1/23 18:35,160.6,171.1,113.5,5659.5,-74.8,-1.4,20.6,48.4,21.66 yds,33.3,-4.9,-0.8,160.6,0,I6,81.1,-0.7,0,-1.6,0.9,0,0,0,0,0,0,0
PGX One Length,Vice Pro,2/1/23 18:35,159.1,169.7,111.2,5092.6,-336.4,-3.3,20.2,46.6,24.35 yds,30.9,-13.9,-3.8,159.1,0,I6,78.3,-0.1,0,-3.9,3.8,0,0,0,0,0,0,0
PGX One Length,Vice Pro,2/1/23 18:35,152.7,164.2,108.2,5391.8,66.6,-2.1,20.2,45.8,14.96 yds,29.2,-4.6,0.7,152.6,0,I6,78.1,-2.7,0,-2.1,-0.6,0,0,0,0,0,0,0
PGX One Length,Vice Pro,2/1/23 18:35,162.6,171.6,112.5,4736.6,-529.2,-7.8,18.1,43.6,37.32 yds,27.9,-30.4,-6.4,162.6,0,I6,80.7,-3.1,0,-9.1,6,0,0,0,0,0,0,0
PGX One Length,Vice Pro,2/1/23 18:41,106.8,126.8,93.1,3092,1060.4,0.1,11.5,20.1,24.37 yds,7.9,9.5,20.1,106.6,0,PW,80.3,-9.6,0,1.6,-11.1,0,0,0,0,0,0,0
PGX One Length,Vice Pro,2/1/23 18:41,113.6,120.9,89,6488.9,-601.1,-7,29.8,50.7,23.81 yds,29,-18,-5.3,113.5,0,PW,79.9,-1.5,0,-8.3,6.8,0,0,0,0,0,0,0
PGX One Length,Vice Pro,2/1/23 18:41,118,126.8,89.5,4898.4,81.6,-5.6,30.1,49.7,23.76 yds,29.4,-10.7,1,118,0,PW,80.1,-6.3,0,-5.8,-0.5,0,0,0,0,0,0,0
PGX One Length,Vice Pro,2/1/23 18:41,109.1,113.2,89,9196.5,185.2,-3.6,30,52.6,29.04 ft,29.7,-5.9,1.2,109,0,PW,78.3,-5.3,0,-3.6,-1.8,0,0,0,0,0,0,0
PGX One Length,Titlelist ProV1x RCT,2/1/23 18:57,108.8,112.4,88.1,9350.8,-1794.2,-5.3,27.6,49.7,20.53 yds,26.4,-19,-11.1,108.7,0,PW,78.5,0,0,0,0,0,0,0,0,0,0,0
PGX One Length,Titlelist ProV1x RCT,2/1/23 18:57,104.8,108.1,86,8775.6,-331.8,-6.7,31,51.9,14.38 yds,28.6,-13.8,-2.2,104.8,0,PW,80.2,0,0,0,0,0,0,0,0,0,0,0
PGX One Length,Titlelist ProV1x RCT,2/1/23 18:57,100.1,102.5,84.1,9577.6,-579.6,-6.9,32.1,53.1,15.45 yds,28.5,-14.5,-3.5,100,0,PW,80.3,0,0,0,0,0,0,0,0,0,0,0
PGX One Length,Titlelist ProV1x RCT,2/1/23 18:57,98.5,98.6,83.3,10519.7,1163.5,-3.2,30.9,52.5,20.73 ft,26.9,-0.9,6.4,98.4,0,PW,81.7,0,0,0,0,0,0,0,0,0,0,0
PGX One Length,Titlelist ProV1x RCT,2/1/23 18:57,106.4,110.4,86.8,7928.8,-541.9,-5.9,32.2,52.7,15.05 yds,30.2,-13.9,-3.9,106.3,0,PW,78.5,0,0,0,0,0,0,0,0,0,0,0
PGX One Length,Titlelist ProV1x RCT,2/1/23 18:57,100.3,109.8,80.4,5880.9,-1068.1,-12.5,27.2,44.6,30.72 yds,20.5,-27.6,-10.5,100.2,0,PW,78.2,0,0,0,0,0,0,0,0,0,0,0
PGX One Length,Titlelist ProV1x RCT,2/1/23 18:57,119.4,124.2,95.3,8437.3,1414.8,-6.6,29.6,53.3,19.22 yds,33.4,-4.5,9.7,119.3,0,PW,85.3,0,0,0,0,0,0,0,0,0,0,0
PGX One Length,Bridgestone e6,2/1/23 19:11,80.4,84.9,74.5,5307.2,612.5,-7,44.4,58.5,22.09 yds,31,-7,6.6,80.4,0,GW,78.2,-12.8,0,-6.6,-6.1,0,0,0,0,0,0,0
PGX One Length,Bridgestone e6,2/1/23 19:11,83.1,86.2,73.5,9358.7,-676.6,-5.2,34.7,51.9,10.17 yds,23.5,-9.7,-4.1,83.1,0,GW,75,1.4,0,-6.6,7.9,0,0,0,0,0,0,0
PGX One Length,Bridgestone e6,2/1/23 19:11,90.5,92,78.6,9822.2,-1302.6,-9.9,34,53,21.27 yds,26.3,-20.1,-7.6,90.5,0,GW,75.8,2.6,0,-12.5,15.1,0,0,0,0,0,0,0
PGX One Length,Bridgestone e6,2/1/23 19:11,85.1,89.8,75.1,4976.1,594.9,-6.5,41.5,56.1,25.4 ft,29.2,-6.5,6.9,85,0,GW,78.2,-12,0,-6.1,-6,0,0,0,0,0,0,0
PGX One Length,Bridgestone e6,2/1/23 19:11,90.8,97.6,75.8,7377.5,-1250.8,-15.3,30.2,46.7,32.32 yds,20.9,-28.8,-9.8,90.7,0,GW,75.5,-3.2,0,-15,11.8,0,0,0,0,0,0,0
PGX One Length,Bridgestone e6,2/1/23 19:11,89.4,94.3,75.4,7146.7,2812.7,15.7,28.2,44.6,37.3 yds,18.3,34.8,23.2,89.3,0,GW,80.6,-9.8,0,15,-24.8,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/5/23 17:57,121.8,141.2,93.4,2912,208.6,-5.1,15.4,28.7,49.79 yds,12.9,-8.2,4.1,121.5,0,I3,65.4,-7.4,0,-5,-2.4,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/5/23 17:57,135.9,153.5,99.5,3696.1,108.4,-2.4,15.3,32.8,36.69 yds,16.1,-4.3,1.7,135.6,0,I3,73.6,-3.5,0,-2.4,-1.1,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/5/23 17:57,74,97.2,100.3,3127.6,1563.8,2.6,2.2,6.7,94.72 yds,1.7,5.2,30,51.2,0,I3,79.8,-14.3,0,5.4,-19.6,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/5/23 17:57,41.5,63.6,77,2211.3,1105.7,-1.8,5.8,6.8,126.21 yds,1.1,0.5,30,40.2,0,I3,84,-11.8,0,-0.4,-11.5,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/5/23 17:57,132.3,143.8,98.7,6372.4,-712.5,-9.9,19.5,43,58.91 yds,22.7,-28.9,-6.4,132.1,0,I3,79.8,-3.4,0,-11.5,8.2,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/5/23 17:57,45.2,50.2,49.7,6551.1,913.7,0.7,42.7,51.2,139.71 yds,13.2,1.7,8,45.2,0,I3,81.3,-7.5,0,2,-9.5,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/5/23 17:57,36.7,61.9,85.9,1361.9,681,5.1,2,4.2,128.63 yds,0.6,2,30,18.8,0,I3,85.6,-6.7,0,7.2,-13.9,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/5/23 17:57,22.4,41.9,53.6,2607.2,0,-17.1,7.5,8.2,150.22 yds,0.7,-6.3,0,21.4,0,I3,54.4,0,0,0,0,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/5/23 17:57,46.1,67.8,84.7,3402.2,1701.1,1.9,2,5.1,122.6 yds,0.9,1.7,30,26.3,0,I3,78.3,-15,0,4.7,-19.7,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/5/23 17:57,107.6,128,94,3827.9,749.8,2.2,10,20.6,63.82 yds,7.4,9.9,11.3,107.4,0,I3,80.4,-4.6,0,3.4,-8,0,0,0,0,0,0,0
Giga Golf,Maxifli SoftFli,2/8/23 20:30,158,169.3,111,5195.7,309.3,0.4,17.8,43.4,21.71 yds,27.1,5.6,3.4,158,0,I5,84.9,-2.2,0,0.9,-3.1,0,0,0,0,0,0,0
Giga Golf,Maxifli SoftFli,2/8/23 20:30,152.4,161.9,109.9,6250.5,618.5,1.1,19.7,46.9,17.16 yds,29.8,10.1,5.7,152.4,0,I5,85.6,-4.2,0,1.9,-6.2,0,0,0,0,0,0,0
Giga Golf,Maxifli SoftFli,2/8/23 20:30,153.9,166.6,107.8,4237.1,-330.7,-5.6,16.1,38.7,27.53 yds,21.8,-19.8,-4.5,153.7,0,I5,78,-2.5,0,-6.4,3.9,0,0,0,0,0,0,0
Giga Golf,Maxifli SoftFli,2/8/23 20:30,159.7,171.3,111.8,5158,189.4,-0.3,17.9,44.1,22.98 yds,27.6,1.9,2.1,159.6,0,I5,83.9,-1.9,0,-0.1,-1.9,0,0,0,0,0,0,0
Giga Golf,Maxifli SoftFli,2/8/23 20:30,124.3,138,93.6,5637.4,894.6,3.7,20.6,41.3,21.43 yds,20.9,15.6,9.1,124.2,0,I5,83.6,-4.1,0,5.1,-9.3,0,0,0,0,0,0,0
Giga Golf,Maxifli SoftFli,2/8/23 20:30,125.2,147.6,109.7,3392.1,1156.4,2.7,6.4,16.1,23.71 yds,6.2,18.1,19.9,124.9,0,I5,89,-6.8,0,4.4,-11.1,0,0,0,0,0,0,0
Giga Golf,Maxifli SoftFli,2/8/23 20:30,148.2,160.2,106.7,5653.4,580,-0.2,17.7,42,13.63 yds,24.5,6.2,5.9,148.1,0,I5,84.7,-5.2,0,0.5,-5.8,0,0,0,0,0,0,0
Giga Golf,Maxifli SoftFli,2/8/23 20:30,163.7,176.1,113,4497.1,485.3,0.7,16.3,40.8,29.55 yds,25.1,9.8,6.2,163.5,0,I5,84.3,-3.5,0,1.4,-4.9,0,0,0,0,0,0,0
Giga Golf,Titlelist ProV1x RCT,2/9/23 17:56,129.7,147.1,95,4675.7,-250.2,-4.8,20.6,41,15.68 yds,21.5,-13.5,-3.1,129.5,0,I7,72.5,-2.3,0,-5.5,3.2,0,0,0,0,0,0,0
Giga Golf,Titlelist ProV1x RCT,2/9/23 17:56,121.5,137,91.8,5557.7,-318,-3.5,20.7,40.5,14.77 yds,20.1,-10,-3.3,121.4,0,I7,78.3,-0.5,0,-4.2,3.6,0,0,0,0,0,0,0
Giga Golf,Titlelist ProV1x RCT,2/9/23 17:56,140.8,152.5,102.3,5705.1,-356.6,-5,20.2,43.7,18.72 yds,25.6,-16.2,-3.6,140.7,0,I7,77.6,-1.7,0,-5.9,4.2,0,0,0,0,0,0,0
Giga Golf,Titlelist ProV1x RCT,2/9/23 17:56,125.4,138.1,94.9,6699.9,302.1,0.5,21,43.5,26.12 ft,22.7,3.5,2.6,125.2,0,I7,79.7,-2.2,0,1,-3.2,0,0,0,0,0,0,0
Giga Golf,Titlelist ProV1x RCT,2/9/23 17:56,131.4,141.3,97.5,6073.5,265.9,0.9,22.6,45.9,20.24 ft,26.1,4.5,2.5,131.2,0,I7,75.8,-1.7,0,1.4,-3,0,0,0,0,0,0,0
Giga Golf,Titlelist ProV1x RCT,2/9/23 17:56,129.9,146.2,96.3,5333.3,-303.8,-5.2,19.2,39.6,16.89 yds,20.7,-14.7,-3.3,129.7,0,I7,75.6,-2.3,0,-6,3.7,0,0,0,0,0,0,0
Giga Golf,Titlelist ProV1x RCT,2/9/23 17:56,137.1,147.6,100.4,5856.5,22.5,-1.6,22.6,46.9,13.04 ft,27.9,-3.6,0.2,137,0,I7,75.5,-1.8,0,-1.7,-0.1,0,0,0,0,0,0,0
Giga Golf,Titlelist ProV1x RCT,2/9/23 17:56,123.5,140.5,91.6,4387.5,-256.1,-3.2,20.9,39.8,12.38 yds,19.9,-9.4,-3.3,123.3,0,I7,69.6,-0.5,0,-3.8,3.3,0,0,0,0,0,0,0
Giga Golf,Titlelist ProV1x RCT,2/9/23 17:56,103.4,118.2,82.8,4758.5,-263.3,-3.6,19.9,35.1,29.51 yds,14.4,-8.2,-3.2,103.2,0,I7,72.7,-1,0,-4.2,3.3,0,0,0,0,0,0,0
Giga Golf,Titlelist ProV1x RCT,2/9/23 17:56,101,114.6,81.8,5792,606.9,6.6,20.6,36.1,36.84 yds,15,15,6,100.8,0,I7,75.1,0.7,0,7.9,-7.2,0,0,0,0,0,0,0
Giga Golf,Titlelist ProV1x RCT,2/9/23 17:56,126.1,142.1,94.4,5528.2,-191.4,-2.3,19.6,40.5,25.77 ft,20.3,-6.7,-2,126.1,0,I7,75.9,-0.4,0,-2.7,2.3,0,0,0,0,0,0,0
PGX One Length,Titlelist ProV1x RCT,2/9/23 18:04,89.9,102.4,76,6012.8,1435.6,11.9,22.2,36.9,55.01 yds,13.7,24.6,13.8,89.6,0,I7,74.7,-2.1,0,14.8,-17,0,0,0,0,0,0,0
PGX One Length,Titlelist ProV1x RCT,2/9/23 18:04,88.8,103.2,76.4,4688,1458.8,10.7,20.2,32.2,54.54 yds,11.6,23.6,18.1,88.5,0,I7,75.6,-3.4,0,13.6,-16.9,0,0,0,0,0,0,0
PGX One Length,Titlelist ProV1x RCT,2/9/23 18:04,125.3,141.8,93,4960.7,-121.5,-3.5,21,40.9,10.95 yds,21.1,-8.8,-1.4,125.2,0,I7,75.3,-2.3,0,-3.9,1.6,0,0,0,0,0,0,0
PGX One Length,Titlelist ProV1x RCT,2/9/23 18:04,130,145.5,97.4,6146.7,-93.9,-4.3,18.3,40.7,11.88 yds,20.6,-10.5,-0.9,129.9,0,I7,79.6,-3.4,0,-4.7,1.3,0,0,0,0,0,0,0
PGX One Length,Titlelist ProV1x RCT,2/9/23 18:04,87.7,102.6,76.7,4731.4,1340.9,8.6,18.6,30.5,51.64 yds,10.5,19.4,16.5,87.5,0,I7,78.4,-3.9,0,11,-15,0,0,0,0,0,0,0
PGX One Length,Titlelist ProV1x RCT,2/9/23 18:04,131.8,145.9,98.1,5871.4,-508.2,-7.3,18.5,40.4,24.05 yds,21,-21.3,-5,131.8,0,I7,78.4,-2.5,0,-8.5,5.9,0,0,0,0,0,0,0
PGX One Length,Titlelist ProV1x RCT,2/9/23 18:04,112.3,129.3,90,4156.2,783.6,1.9,15.1,28.7,21.12 yds,12,10.1,10.9,112.2,0,I7,80.4,-5.3,0,3.1,-8.3,0,0,0,0,0,0,0
PGX One Length,Titlelist ProV1x RCT,2/9/23 18:04,128.6,141.3,96.5,6541.3,-136.6,-4.9,21.9,45.2,14.29 yds,24.8,-12.1,-1.2,128.6,0,I7,78.1,-3.6,0,-5.4,1.8,0,0,0,0,0,0,0
PGX One Length,Titlelist ProV1x RCT,2/9/23 18:04,90.9,98.7,76.8,8267,-1453.2,-12,21.8,38,57.12 yds,14.4,-24,-10.1,90.8,0,I7,77.9,1.6,0,-14.9,16.5,0,0,0,0,0,0,0
PGX One Length,Titlelist ProV1x RCT,2/9/23 18:04,136.4,145.2,100.9,6468.5,154,-5.1,20.5,44.7,11.29 yds,25.6,-10.6,1.4,136.3,0,I7,80.2,-6.5,0,-5.2,-1.3,0,0,0,0,0,0,0
PGX One Length,Titlelist ProV1x RCT,2/9/23 18:04,139.9,148.8,103.2,6580.5,115.3,-2.6,22.6,47.6,18.44 ft,29.8,-5.1,1,139.7,0,I7,79.8,-3.6,0,-2.6,-1.1,0,0,0,0,0,0,0
PGX One Length,Titlelist ProV1x RCT,2/9/23 20:16,135.6,143.4,101.4,7038.7,189.5,-1.3,22.9,48.3,8.23 ft,29.2,-1.5,1.5,135.5,0,I6,81.1,-3,0,-1.2,-1.9,0,0,0,0,0,0,0
PGX One Length,Titlelist ProV1x RCT,2/9/23 20:16,140.8,150.1,103.1,6196.9,7.3,-1.4,22.5,47.4,17.03 ft,29.6,-3.4,0.1,140.8,0,I6,78.3,-1.5,0,-1.5,0,0,0,0,0,0,0,0
PGX One Length,Titlelist ProV1x RCT,2/9/23 20:16,125.1,133.3,95.9,7475.8,-238.4,-4.1,25.2,48.8,17.34 yds,28.7,-10.8,-1.8,125,0,I6,78.2,-1.9,0,-4.7,2.8,0,0,0,0,0,0,0
PGX One Length,Titlelist ProV1x RCT,2/9/23 20:16,118.5,125.7,91.9,7695.2,-242.6,-4.1,24.7,46.9,23.09 yds,25.5,-10.1,-1.8,118.4,0,I6,78.4,-1.8,0,-4.7,2.9,0,0,0,0,0,0,0
PGX One Length,Titlelist ProV1x RCT,2/9/23 20:16,113,125,87,5525.6,-61.4,-1.6,22.7,41.6,21.17 yds,19.8,-3.6,-0.6,112.8,0,I6,78.5,-1,0,-1.8,0.8,0,0,0,0,0,0,0
PGX One Length,Titlelist ProV1x RCT,2/9/23 20:16,127.6,150.5,106.8,2669,889.4,4.2,8.7,17.6,26.56 yds,7.7,20.6,19.5,127.2,0,I6,78.4,-4.1,0,5.7,-9.8,0,0,0,0,0,0,0
PGX One Length,Titlelist ProV1x RCT,2/9/23 20:16,150.8,160.5,109.7,6281.6,194.8,-2.6,23.4,50.5,15.41 yds,35.3,-4.4,1.8,150.8,0,I6,80.8,-4.3,0,-2.5,-1.9,0,0,0,0,0,0,0
PGX One Length,Titlelist ProV1x RCT,2/9/23 20:16,123.5,137.5,92.6,5206.4,-533.2,-6.3,20.6,40.1,22.89 yds,20.3,-18.2,-5.9,123.4,0,I6,81,-1.5,0,-7.4,6,0,0,0,0,0,0,0
PGX One Length,Titlelist ProV1x RCT,2/9/23 20:16,112,120.1,89,5010.9,2012.8,12.2,18.7,34.9,53.21 yds,15.2,37.9,23.7,111.8,0,I6,79.4,-6.3,0,15,-21.3,0,0,0,0,0,0,0
PGX One Length,Titlelist ProV1x RCT,2/9/23 20:16,99.3,122,98,3013.1,437.6,0.5,6.6,12.8,24.54 yds,4.3,4.1,8.3,98.8,0,I6,78.7,-3.5,0,1.2,-4.7,0,0,0,0,0,0,0
PGX One Length,Titlelist ProV1x RCT,2/9/23 20:16,117.6,138.8,100.3,3558.9,806.9,5,8.8,19.5,24 yds,7.5,17.8,13.1,117.3,0,I6,83.8,-2,0,6.4,-8.4,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/11/23 15:02,124.4,132.7,94.7,6963.2,-838.8,-8.8,23.5,46.5,27.65 yds,25.6,-25.3,-6.9,124.3,0,I9,77.6,-0.9,0,-10.6,9.7,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/11/23 15:02,128.2,134.2,98.9,7523.5,45.2,-2.5,27.5,52.1,10.26 yds,33.5,-5.3,0.3,128.2,0,I9,78.8,-2.9,0,-2.6,-0.3,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/11/23 15:02,124.2,129.8,96,8021.7,-274.7,-5,25.5,49.9,13.89 yds,29.3,-12.7,-2,124.2,0,I9,80.3,-2.5,0,-5.7,3.2,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/11/23 15:02,139.5,146,104.7,6801.4,-879.4,-7.9,26,51.8,34.2 yds,35.3,-27.7,-7.4,139.5,0,I9,80.6,0.1,0,-9.6,9.7,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/11/23 15:02,111.7,119.5,88.4,7462.8,-2296,-4.3,26.2,46.9,25.71 yds,24.2,-22,-17.9,111.6,0,I9,73.3,15,0,-8.1,23.1,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/11/23 15:02,134.4,141.1,101.5,7027.9,-220.3,-2.6,25.8,50.9,17.66 yds,33.1,-8,-1.8,134.3,0,I9,79.6,-0.5,0,-3,2.5,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/11/23 15:02,134.8,141.8,100.8,6998,-452.8,-6.5,22.5,47.5,25.18 yds,28.3,-19.1,-3.7,134.7,0,I9,81,-2.4,0,-7.5,5.1,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/11/23 15:02,124.4,130,96.7,7778.4,-240.2,-2.6,27.8,52,27.04 ft,32.5,-7.5,-1.8,124.2,0,I9,78.1,-0.4,0,-3.1,2.8,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/11/23 15:02,115.1,119.8,91.4,8293.3,-521.3,-2.8,28.4,51.2,10.94 yds,29.5,-8.7,-3.6,115,0,I9,80.7,2,0,-3.7,5.6,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/11/23 15:02,126.8,131.6,98.7,7931.3,246.1,-1.1,27.9,52.5,18.78 ft,34,-0.6,1.8,126.7,0,I9,80.6,-3.3,0,-0.8,-2.5,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/11/23 15:02,111.6,116.3,89,8279.4,-170.1,-2,28.3,50,10.54 yds,27.8,-4.9,-1.2,111.5,0,I9,73.4,-0.3,0,-2.4,2.1,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/11/23 15:02,123.2,128.2,95.6,8152.2,-962.2,-5.2,25.5,49.3,18.75 yds,28.8,-17.7,-6.8,123.1,0,I9,80.5,3.5,0,-6.9,10.4,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/11/23 15:02,126.4,131.5,97.9,7880.5,-245.7,-2.1,27,51.5,27.06 ft,32.3,-6.5,-1.8,126.4,0,I9,80.2,0.1,0,-2.6,2.7,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/11/23 15:02,132.3,138.6,101.1,6882.5,-342.3,-1.4,28.2,53,14.63 yds,35.8,-6.2,-2.9,132.2,0,I9,76.4,1.9,0,-1.9,3.9,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/11/23 15:02,130.7,136.5,100.5,7902.7,135.6,-1.9,26.3,51.6,11.59 yds,33.4,-3.3,1,130.6,0,I9,82.7,-3.1,0,-1.9,-1.3,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/11/23 15:02,129.8,137.7,97.7,6865.6,-564.2,-6.5,19.9,43.6,23.32 yds,22.9,-19.3,-4.7,129.7,0,I9,81.9,-1.5,0,-7.7,6.2,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/11/23 15:02,134.4,141.9,100.9,7141.4,-304.6,-2.9,23.7,48.7,19.1 yds,30,-9.5,-2.4,134.3,0,I9,80.6,-0.2,0,-3.5,3.4,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/11/23 15:02,124.4,132.7,94.7,6963.2,-838.8,-8.8,23.5,46.5,27.65 yds,25.6,-25.3,-6.9,124.3,0,I9,77.6,-0.9,0,-10.6,9.7,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/11/23 15:02,128.2,134.2,98.9,7523.5,45.2,-2.5,27.5,52.1,10.26 yds,33.5,-5.3,0.3,128.2,0,I9,78.8,-2.9,0,-2.6,-0.3,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/11/23 15:02,124.2,129.8,96,8021.7,-274.7,-5,25.5,49.9,13.89 yds,29.3,-12.7,-2,124.2,0,I9,80.3,-2.5,0,-5.7,3.2,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/11/23 15:02,139.5,146,104.7,6801.4,-879.4,-7.9,26,51.8,34.2 yds,35.3,-27.7,-7.4,139.5,0,I9,80.6,0.1,0,-9.6,9.7,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/11/23 15:02,111.7,119.5,88.4,7462.8,-2296,-4.3,26.2,46.9,25.71 yds,24.2,-22,-17.9,111.6,0,I9,73.3,15,0,-8.1,23.1,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/11/23 15:02,134.4,141.1,101.5,7027.9,-220.3,-2.6,25.8,50.9,17.66 yds,33.1,-8,-1.8,134.3,0,I9,79.6,-0.5,0,-3,2.5,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/11/23 15:02,134.8,141.8,100.8,6998,-452.8,-6.5,22.5,47.5,25.18 yds,28.3,-19.1,-3.7,134.7,0,I9,81,-2.4,0,-7.5,5.1,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/11/23 15:02,124.4,130,96.7,7778.4,-240.2,-2.6,27.8,52,27.04 ft,32.5,-7.5,-1.8,124.2,0,I9,78.1,-0.4,0,-3.1,2.8,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/11/23 15:02,115.1,119.8,91.4,8293.3,-521.3,-2.8,28.4,51.2,10.94 yds,29.5,-8.7,-3.6,115,0,I9,80.7,2,0,-3.7,5.6,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/11/23 15:02,126.8,131.6,98.7,7931.3,246.1,-1.1,27.9,52.5,18.78 ft,34,-0.6,1.8,126.7,0,I9,80.6,-3.3,0,-0.8,-2.5,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/11/23 15:02,111.6,116.3,89,8279.4,-170.1,-2,28.3,50,10.54 yds,27.8,-4.9,-1.2,111.5,0,I9,73.4,-0.3,0,-2.4,2.1,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/11/23 15:02,123.2,128.2,95.6,8152.2,-962.2,-5.2,25.5,49.3,18.75 yds,28.8,-17.7,-6.8,123.1,0,I9,80.5,3.5,0,-6.9,10.4,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/11/23 15:02,126.4,131.5,97.9,7880.5,-245.7,-2.1,27,51.5,27.06 ft,32.3,-6.5,-1.8,126.4,0,I9,80.2,0.1,0,-2.6,2.7,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/11/23 15:02,132.3,138.6,101.1,6882.5,-342.3,-1.4,28.2,53,14.63 yds,35.8,-6.2,-2.9,132.2,0,I9,76.4,1.9,0,-1.9,3.9,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/11/23 15:02,130.7,136.5,100.5,7902.7,135.6,-1.9,26.3,51.6,11.59 yds,33.4,-3.3,1,130.6,0,I9,82.7,-3.1,0,-1.9,-1.3,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/11/23 15:02,129.8,137.7,97.7,6865.6,-564.2,-6.5,19.9,43.6,23.32 yds,22.9,-19.3,-4.7,129.7,0,I9,81.9,-1.5,0,-7.7,6.2,0,0,0,0,0,0,0
PGX One Length,Callaway Reva,2/11/23 15:02,134.4,141.9,100.9,7141.4,-304.6,-2.9,23.7,48.7,19.1 yds,30,-9.5,-2.4,134.3,0,I9,80.6,-0.2,0,-3.5,3.4,0,0,0,0,0,0,0
PGX One Length,Srixon Softfeel,2/11/23 18:52,92,95.5,80.4,9293.8,-265.8,-5.9,35.9,55.3,14.67 yds,29.2,-10.4,-1.6,91.9,0,PW,74.9,-3.3,0,-6.6,3.4,0,0,0,0,0,0,0
PGX One Length,Srixon Softfeel,2/11/23 18:52,92.3,99.6,76.2,6719.9,-499.5,-7,29.8,47.1,15.91 yds,20.8,-13.4,-4.3,92.2,0,PW,73.4,-2,0,-8.2,6.2,0,0,0,0,0,0,0
PGX One Length,Srixon Softfeel,2/11/23 18:52,103.8,109.7,84.3,6417.9,-265.3,-7,33.7,53.2,15.7 yds,29.7,-14.3,-2.4,103.8,0,PW,75.4,-4.5,0,-7.9,3.4,0,0,0,0,0,0,0
PGX One Length,Srixon Softfeel,2/11/23 18:52,122.4,140.4,103,3013.7,768.7,5,8.8,18.5,41.05 yds,7.6,19.2,14.8,122.2,0,PW,79.9,-2,0,6.4,-8.4,0,0,0,0,0,0,0
PGX One Length,Srixon Softfeel,2/11/23 18:52,105,109.6,86.7,8328.4,-396.9,-5.4,32.8,53.8,13.18 yds,30.8,-11.9,-2.7,105,0,PW,78.1,-1.7,0,-6.3,4.6,0,0,0,0,0,0,0
